feature1,feature2,true_label,predicted_label,true_label_processed,predicted_label_processed
0.055127062,0.08491041,0.0,0,1,1
0.052014325,0.097793356,0.0,0,1,1
0.17766492,0.12334609,0.0,0,1,1
0.052077077,0.16156861,0.0,0,1,1
0.17950754,0.21246094,1.0,1,0,0
0.4208405,0.27602306,1.0,1,0,0
0.35574564,0.35981128,1.0,1,0,0
0.052077077,0.16156861,0.0,0,0,0
0.17950754,0.21246094,1.0,0,0,0
0.4208405,0.27602306,1.0,1,0,0
0.35574564,0.35981128,1.0,1,0,0
0.35574564,0.34021214,1.0,1,0,0
0.22807226,0.31829515,1.0,1,0,0
0.5503255,0.29406035,1.0,1,0,0
0.16945669,0.2675077,1.0,1,0,0
0.1005952,0.23863721,0.0,0,1,1
0.1183619,0.20064776,0.0,0,1,1
0.29877624,0.1526647,0.0,0,1,1
0.2851756,0.12173043,0.0,0,1,1
-0.007088245,0.11537754,0.0,0,1,1
0.062036473,0.124190986,0.0,0,1,1
0.0030132057,0.13595504,0.0,0,1,1
0.1974792,0.149233,1.0,0,1,0
0.27042094,0.18725067,1.0,1,0,0
0.31270579,0.22694355,1.0,1,0,0
0.14375138,0.26616526,1.0,1,0,0
0.39663363,0.2752906,1.0,1,0,0
0.09493867,0.26407865,1.0,1,0,0
0.33491355,0.23516782,1.0,1,0,0
0.30102226,0.21157613,1.0,1,0,0
0.16818592,0.19394533,1.0,1,0,0
0.06069729,0.17404991,0.0,0,1,1
0.13774212,0.15188986,0.0,0,1,1
0.120089196,0.12746519,0.0,0,1,1
0.15142022,0.10077589,0.0,0,1,1
0.2679336,0.28744018,1.0,1,0,0
0.2679336,0.27616838,1.0,1,0,0
0.26473677,0.2629123,1.0,1,0,0
0.21607956,0.24767195,1.0,1,0,0
0.35043767,0.23044732,1.0,1,0,0
0.34946254,0.21123843,0.0,0,1,1
0.015414799,0.17837754,0.0,0,1,1
0.13655362,0.14929497,0.0,0,1,1
0.08203912,0.12338395,0.0,0,1,1
0.13744299,0.110443965,0.0,0,1,1
0.119682156,0.11777124,1.0,0,1,0
0.13999636,0.13049495,1.0,0,1,0
0.1724639,0.1465834,1.0,0,1,0
0.12260437,0.14759584,1.0,0,1,0
0.1427364,0.14812388,1.0,0,1,0
0.17583698,0.13900359,0.0,1,0,1
0.11030961,0.13679957,0.0,1,0,1
0.18663266,0.13883705,0.0,1,0,1
0.08681503,0.14952485,0.0,1,0,1
0.115122736,0.16896057,0.0,1,0,1
0.21009775,0.19198151,1.0,1,0,1
0.2935101,0.20975976,1.0,1,0,1
0.08681503,0.14952485,0.0,0,0,0
0.115122736,0.16896057,0.0,0,0,0
0.21009775,0.19198151,1.0,1,0,0
0.2935101,0.20975976,1.0,1,0,0
0.13113394,0.21476771,1.0,1,0,0
0.31075656,0.21273312,1.0,1,0,0
0.27846467,0.20290713,1.0,1,0,0
0.014370189,0.18528971,0.0,0,1,1
0.15990427,0.15988088,0.0,0,1,1
0.17507932,0.12668064,0.0,0,1,1
0.27906543,0.27690312,1.0,1,0,0
0.27906543,0.2666678,1.0,1,0,0
0.31376415,0.25596613,1.0,1,0,0
0.20379172,0.24479805,1.0,1,0,0
0.08026963,0.2331636,1.0,1,0,0
0.3215584,0.22106276,1.0,1,0,0
0.22132188,0.2122402,1.0,1,0,0
0.21348421,0.20244558,1.0,1,0,0
0.19284967,0.18323253,1.0,1,0,0
0.22261585,0.15450664,0.0,0,1,1
0.052794337,0.13901882,0.0,0,1,1
0.12917022,0.13970707,0.0,0,1,1
0.11655262,0.16337667,0.0,0,1,1
0.05497418,0.1786475,0.0,0,1,1
0.37033007,0.20241563,1.0,1,0,0
0.373057,0.21434782,1.0,1,0,0
0.052808173,0.2141815,1.0,1,0,0
0.24340156,0.19171093,1.0,1,0,0
0.115318544,0.15445088,1.0,1,0,0
0.16036746,0.12083581,0.0,0,1,1
0.073390916,0.11607835,0.0,0,1,1
0.08274205,0.12192512,0.0,0,1,1
0.12928735,0.14825223,0.0,0,1,1
0.18835688,0.16234332,0.0,0,1,1
0.18797399,0.18225966,1.0,1,0,0
0.28675395,0.18253234,1.0,1,0,0
0.058598336,0.17099063,1.0,1,0,0
0.32417265,0.1517259,1.0,1,0,0
-0.0055320826,0.12870814,1.0,1,0,0
0.04591676,0.11508694,1.0,0,1,0
0.18909681,0.12224543,1.0,0,1,0
0.10667811,0.13774878,1.0,0,1,0
0.1393785,0.16487987,1.0,0,1,0
0.2001342,0.16821471,1.0,0,1,0
0.26968202,0.16745587,1.0,0,1,0
0.17435248,0.16260335,1.0,1,0,0
0.13591625,0.15365717,1.0,1,0,0
0.089523755,0.14061733,1.0,1,0,0
0.13496357,0.12638868,0.0,1,0,0
0.13496357,0.13595396,0.0,0,0,0
0.13591625,0.15365717,1.0,1,1,1
0.089523755,0.14061733,1.0,0,1,1
0.13496357,0.12638868,0.0,0,1,1
0.13496357,0.13595396,0.0,0,1,1
0.09667148,0.14751,0.0,0,1,1
0.27345172,0.16105679,0.0,0,1,1
0.13811408,0.17659432,0.0,0,1,1
0.04300494,0.19412258,0.0,0,1,1
0.26705387,0.22451223,0.0,0,1,1
0.34563303,0.24980673,1.0,1,0,0
0.21750206,0.271767,1.0,1,0,0
0.27001712,0.276814,1.0,1,0,0
0.3776919,0.26168877,1.0,1,0,0
0.21500842,0.21880038,1.0,1,0,0
0.10699502,0.17893106,0.0,0,1,1
0.19802122,0.1485706,0.0,0,1,1
0.04363055,0.13031629,0.0,0,1,1
0.07216935,0.11087623,0.0,0,1,1
0.1416974,0.115908764,0.0,0,1,1
0.26486695,0.13421589,0.0,0,1,1
0.053412423,0.16490324,0.0,0,1,1
0.15020926,0.17385995,0.0,0,1,1
0.12699698,0.17511319,0.0,0,1,1
0.3977594,0.16730046,1.0,1,0,0
0.11784028,0.18083268,1.0,1,0,0
0.09705832,0.19815955,1.0,1,0,0
0.08708633,0.2130245,1.0,1,0,0
0.35902345,0.2135824,1.0,1,0,0
0.23455693,0.2149952,1.0,1,0,0
0.27391186,0.21435387,1.0,1,0,0
0.19020353,0.20341963,0.0,1,0,1
0.105497465,0.16675623,0.0,0,1,1
0.18116881,0.12850378,0.0,0,1,1
0.019888382,0.09806329,0.0,0,1,1
0.14792576,0.09690529,0.0,0,1,1
0.056799058,0.09369327,1.0,1,0,0
0.07284241,0.10910674,1.0,1,0,0
0.17133401,0.12947483,1.0,1,0,0
0.17357282,0.15480876,1.0,1,0,0
0.17315547,0.17045103,1.0,1,0,0
0.037254304,0.17718215,1.0,1,0,0
0.47567293,0.1837198,1.0,0,1,0
0.04358794,0.18108477,1.0,0,1,0
0.09673425,0.18416221,1.0,0,1,0
0.24920239,0.2008168,1.0,0,1,0
0.2496428,0.22056034,1.0,0,1,0
0.16438617,0.24822749,1.0,1,0,0
0.24494146,0.27050897,1.0,1,0,0
0.46015072,0.2897747,1.0,1,0,0
0.2782115,0.29795668,1.0,1,0,0
0.16438617,0.24822749,1.0,1,0,0
0.24494146,0.27050897,1.0,1,0,0
0.46015072,0.2897747,1.0,1,0,0
0.2782115,0.29795668,1.0,1,0,0
0.23120125,0.29683664,1.0,1,0,0
0.2357176,0.27869606,1.0,0,1,0
0.3354586,0.24238461,0.0,0,1,1
0.1897939,0.20235525,0.0,0,1,1
0.26945078,0.17431657,0.0,0,1,1
0.027570467,0.16003536,0.0,0,1,1
0.06813188,0.15753351,0.0,1,0,1
0.26681423,0.16949505,1.0,1,0,0
0.06713878,0.17695759,1.0,1,0,0
0.25919536,0.18250738,1.0,1,0,0
0.34217185,0.17398155,1.0,1,0,0
0.13335104,0.15556306,1.0,1,0,0
0.008939189,0.1277387,0.0,0,1,1
0.055176374,0.09432182,0.0,0,1,1
0.09190947,0.06991043,0.0,0,1,1
0.10644438,0.063855745,0.0,0,1,1
0.07478965,0.067457475,0.0,0,1,1
0.05165372,0.08196771,1.0,0,1,0
0.1390215,0.10738645,1.0,0,1,0
0.15042546,0.14371368,1.0,1,1,0
0.18130338,0.19094943,1.0,1,1,0
0.35900852,0.35184136,0.0,0,1,1
0.35900852,0.25856754,0.0,0,1,1
0.13758211,0.18471533,0.0,0,1,1
0.037432883,0.13028471,0.0,0,1,1
0.09020317,0.0952757,0.0,0,1,1
0.09672313,0.07968828,0.0,0,1,1
0.03691783,0.09720615,0.0,0,1,1
0.115889445,0.13157076,1.0,1,0,0
0.27444977,0.18119346,1.0,1,0,0
0.17565168,0.21398604,1.0,1,0,0
0.18395452,0.24104822,1.0,1,0,0
0.41776693,0.24866277,1.0,1,0,0
0.14548963,0.23815802,1.0,1,0,0
0.27997807,0.21708913,1.0,0,1,0
0.12927592,0.18961135,0.0,0,1,1
0.19974169,0.15772353,0.0,0,1,1
0.09033012,0.13609998,0.0,0,1,1
0.12567244,0.13453545,0.0,0,1,1
0.15528311,0.14251654,0.0,0,1,1
0.09759851,0.1600433,0.0,0,1,1
0.18198565,0.18711568,0.0,0,1,1
0.2959138,0.22373372,1.0,1,0,0
0.2783114,0.26379082,1.0,1,0,0
0.2783114,0.24379338,1.0,1,0,0
0.13495992,0.22608812,1.0,1,0,0
0.2959138,0.22373372,1.0,0,0,0
0.2783114,0.26379082,1.0,1,0,0
0.2783114,0.24379338,1.0,1,0,0
0.13495992,0.22608812,1.0,1,0,0
0.17179458,0.21067506,1.0,1,0,0
0.2926346,0.19755417,1.0,1,0,0
0.30186188,0.18672548,0.0,1,0,1
0.058049366,0.1808993,0.0,0,1,1
0.10707407,0.1755431,0.0,0,1,1
0.25101012,0.1702661,0.0,0,1,1
0.089706026,0.1541185,0.0,1,0,1
0.23306532,0.1569072,1.0,1,0,0
0.18288112,0.15850991,1.0,1,0,0
0.10694129,0.16689837,1.0,1,0,0
0.19832458,0.17326105,1.0,1,0,0
0.039643146,0.18103375,1.0,1,0,0
0.3457584,0.19021645,1.0,0,1,0
0.14832087,0.20080918,1.0,0,1,0
0.24279527,0.21281193,1.0,0,1,0
0.06965991,0.03619318,1.0,0,1,0
0.06965991,0.08027604,1.0,1,0,0
0.059036132,0.116615824,1.0,1,0,0
0.14789586,0.14521255,1.0,1,0,0
0.19466832,0.16606618,1.0,1,0,0
0.16261773,0.17917675,0.0,0,1,1
0.09953546,0.18937607,0.0,0,1,1
0.30810967,0.18344302,0.0,0,1,1
0.23015788,0.17041871,0.0,0,1,1
0.08347716,0.15535547,0.0,0,1,1
0.16152589,0.14769648,0.0,0,1,1
0.037719764,0.14108099,0.0,0,1,1
0.16751294,0.15099631,1.0,1,0,0
0.25961322,0.18257163,1.0,1,0,0
0.09680579,0.21731725,1.0,1,0,0
0.30529994,0.22872901,1.0,1,0,0
0.33488202,0.23581855,1.0,1,0,0
0.22424929,0.23858586,1.0,1,0,0
0.29566708,0.23703095,1.0,1,0,0
0.10541138,0.23115382,1.0,0,1,0
0.056748204,0.045679037,0.0,0,1,1
0.056748204,0.08046633,0.0,0,1,1
0.15815125,0.11663957,0.0,0,1,1
0.20318604,0.15419877,0.0,0,1,1
0.0076185493,0.1931439,0.0,0,1,1
0.2937474,0.233475,1.0,1,0,0
0.15990993,0.29785404,1.0,1,0,0
0.44440687,0.3530998,1.0,1,0,0
0.45765507,0.38804433,1.0,1,0,0
0.41927823,0.37750745,1.0,1,0,0
0.42271382,0.3413708,1.0,1,0,0
0.44440687,0.3530998,1.0,1,0,0
0.45765507,0.38804433,1.0,1,0,0
0.41927823,0.37750745,1.0,1,0,0
0.42271382,0.3413708,1.0,1,0,0
0.31557968,0.27603936,1.0,0,1,0
0.04918075,0.20749666,0.0,0,1,1
0.093571775,0.14288652,0.0,0,1,1
0.09973776,0.10461823,0.0,0,1,1
0.18192214,0.100247175,0.0,0,1,1
0.10848873,0.11783666,0.0,0,1,1
0.05275345,0.1573867,1.0,0,1,0
0.31443533,0.21889728,1.0,1,0,0
0.28292465,0.3023684,1.0,1,0,0
0.27805647,0.28404114,1.0,1,0,0
0.27805647,0.24248269,1.0,1,0,0
0.16361353,0.2067678,1.0,1,0,0
0.3087512,0.17689647,1.0,1,0,0
0.054958694,0.15286869,1.0,1,0,0
0.028928192,0.13468446,0.0,0,1,1
0.11051777,0.11858838,0.0,0,1,1
0.23714846,0.11542586,0.0,0,1,1
0.14275226,0.12274498,0.0,0,1,1
0.07896425,0.14092462,0.0,0,1,1
0.121678054,0.15325296,0.0,0,1,1
0.120175056,0.15551284,0.0,0,1,1
0.29189974,0.15202454,1.0,1,0,0
0.040910155,0.14959855,1.0,1,0,0
0.26979575,0.15030333,1.0,1,0,0
0.10298553,0.15337516,1.0,1,0,0
0.07503216,0.14238337,1.0,1,0,0
0.1250814,0.14550532,0.0,0,1,1
0.2113048,0.14056166,0.0,0,1,1
0.20122357,0.16261964,0.0,0,1,1
0.16342506,0.18704915,0.0,0,1,1
0.042677134,0.2125166,0.0,0,1,1
0.40300798,0.22208126,1.0,1,0,0
0.1469004,0.23139033,1.0,1,0,0
0.3603774,0.2517763,1.0,1,0,0
0.28437647,0.2757214,1.0,1,0,0
0.04788621,0.2671247,1.0,1,0,0
0.35544732,0.24855982,1.0,1,0,0
0.4109814,0.21460839,1.0,1,0,0
0.0850441,0.18604292,0.0,0,1,1
0.13266437,0.15648262,0.0,0,1,1
0.062030397,0.11580938,0.0,0,1,1
0.11126473,0.08568575,0.0,0,1,1
0.098790556,0.07543104,0.0,0,1,1
0.020172881,0.09548178,0.0,0,1,1
0.18309598,0.131146,0.0,0,1,1
0.05985574,0.16350083,1.0,0,1,1
0.098790556,0.07543104,0.0,0,1,1
0.020172881,0.09548178,0.0,0,1,1
0.18309598,0.131146,0.0,0,1,1
0.05985574,0.16350083,1.0,0,1,0
0.29863548,0.1990012,1.0,1,0,0
0.2410627,0.22216973,1.0,1,0,0
0.22266479,0.23675369,1.0,1,0,0
0.31882688,0.25668454,1.0,1,0,0
0.23618115,0.2816978,1.0,1,0,0
0.186146,0.3046861,1.0,1,0,0
0.28281164,0.31641793,1.0,1,0,0
0.47572947,0.314474,1.0,1,0,0
0.39893967,0.31106398,1.0,1,0,0
0.28851756,0.2932948,1.0,1,0,0
0.09015748,0.26041573,1.0,1,0,0
0.2782983,0.20570667,1.0,0,1,0
0.14960429,0.1585028,0.0,0,1,1
0.20171992,0.13921887,0.0,0,1,1
0.048908733,0.13036393,0.0,0,1,1
0.10435717,0.131938,0.0,0,1,1
0.14416671,0.14394106,0.0,0,1,1
0.21240588,0.16637315,0.0,0,1,1
-0.004593831,-0.00906261,0.0,0,1,1
-0.004593831,0.06231334,0.0,0,1,1
0.2275733,0.121413,0.0,0,1,1
0.06105363,0.16823637,0.0,0,1,1
0.17605329,0.20278345,0.0,0,1,1
0.32480678,0.22505423,1.0,1,0,0
0.3309492,0.22570519,1.0,1,0,0
0.17859471,0.22778916,1.0,1,0,0
0.15655674,0.21870944,1.0,1,0,0
0.12197781,0.20594117,1.0,1,0,0
0.27052924,0.1848435,1.0,1,0,0
0.15501022,0.16879246,1.0,1,0,0
0.24501103,0.15733102,1.0,1,0,0
0.11913736,0.14307311,1.0,1,0,0
0.07288327,0.12623136,0.0,0,1,1
0.11866589,0.123568885,0.0,0,1,1
0.07358812,0.12960239,0.0,0,1,1
0.14699249,0.1460962,0.0,0,1,1
0.1956881,0.1428414,0.0,0,1,1
0.22062846,0.13728473,0.0,0,1,1
0.17964649,0.1294262,0.0,1,0,1
0.08174549,0.1192658,1.0,1,0,1
0.05141428,0.10680355,1.0,1,0,1
0.1004048,0.11247251,0.0,0,1,1
0.1004048,0.09268414,0.0,0,1,1
0.06952017,0.07953962,0.0,0,1,1
0.045152627,0.07303894,0.0,0,1,1
0.13409638,0.073182106,0.0,0,1,1
0.1004048,0.09268414,0.0,0,1,1
0.06952017,0.07953962,0.0,0,1,1
0.045152627,0.07303894,0.0,0,1,1
0.13409638,0.073182106,0.0,0,1,1
0.12800103,0.07996912,0.0,0,1,1
0.06577943,0.087355115,0.0,0,1,1
0.14748585,0.11929383,0.0,0,1,1
-0.010700413,0.15139107,0.0,0,1,1
0.07933633,0.1802851,1.0,0,1,0
0.47648808,0.19913124,1.0,1,0,0
0.20379622,0.2040522,1.0,1,0,0
0.2249418,0.20167202,1.0,1,0,0
0.1584908,0.1868322,1.0,1,0,0
0.0752544,0.15961322,0.0,1,0,1
0.092946835,0.14405806,0.0,0,1,1
0.16202328,0.14037983,0.0,0,1,1
0.21007398,0.1546384,0.0,0,1,1
0.1720489,0.15178266,0.0,0,1,1
0.12603934,0.14239277,0.0,0,1,1
0.20432104,0.12498368,0.0,0,1,1
0.03653277,0.10742908,0.0,0,1,1
0.038572527,0.099130206,0.0,0,1,1
0.0535328,0.093417235,0.0,0,1,1
0.17473783,0.09029018,0.0,0,1,1
0.091751195,0.08974903,0.0,0,1,1
0.07445383,0.09179379,0.0,0,1,1
0.42577654,0.34205502,1.0,1,0,0
0.42577654,0.3539998,1.0,1,0,0
0.24463777,0.3593401,1.0,1,0,0
0.08099248,0.35807592,1.0,1,0,0
0.5087453,0.35020724,1.0,1,0,0
0.28420317,0.3357341,1.0,1,0,0
0.44834107,0.33057892,1.0,1,0,0
0.445207,0.3132561,1.0,1,0,0
0.13916355,0.26828375,1.0,0,1,0
0.21375237,0.21628433,0.0,0,1,1
0.114016086,0.16268034,0.0,0,1,1
0.111666754,0.13663678,0.0,0,1,1
0.17058194,0.13603958,0.0,0,1,1
0.11789243,0.15501226,0.0,0,1,1
0.17789502,0.18204904,0.0,0,1,1
0.23442301,0.19628648,0.0,1,0,1
0.18695077,0.19681858,1.0,1,0,0
0.27511764,0.19275731,1.0,1,0,0
0.17913106,0.1890865,1.0,1,0,0
0.10322259,0.18182017,1.0,1,0,0
0.15886608,0.17326383,1.0,1,0,0
0.12769097,0.1637943,1.0,1,0,0
0.2887005,0.16772814,1.0,0,0,0
0.18260308,0.16783121,1.0,0,0,0
0.15886608,0.17326383,1.0,1,0,0
0.12769097,0.1637943,1.0,1,0,0
0.2887005,0.16772814,1.0,1,0,0
0.18260308,0.16783121,1.0,0,1,0
0.00617533,0.15192989,1.0,0,1,0
0.26608652,0.12821744,1.0,0,1,0
0.14136137,0.10733932,1.0,0,1,0
0.03156335,0.11284774,0.0,0,1,1
0.03965787,0.13079414,0.0,0,1,1
0.08255304,0.14736982,0.0,0,1,1
0.29715672,0.15942812,0.0,0,1,1
0.2463417,0.15729712,0.0,0,1,1
0.15930925,0.15291692,0.0,0,1,1
0.08252305,0.12823208,0.0,0,1,1
0.10116957,0.10385638,0.0,0,1,1
0.02621547,0.090323985,0.0,0,1,1
-0.002738009,0.08565256,0.0,0,1,1
0.2415117,0.10926703,0.0,0,1,1
0.100814044,0.14266002,0.0,0,1,1
0.26118153,0.19416934,0.0,0,1,1
0.1408828,0.21322672,1.0,1,0,0
0.10304596,0.22737975,1.0,1,0,0
0.57073194,0.23662841,1.0,1,0,0
0.16386366,0.24097273,1.0,1,0,0
0.16601904,0.24041267,1.0,1,0,0
0.11254598,0.18470709,1.0,1,0,0
0.11254598,0.21675903,1.0,1,0,0
0.55627054,0.23820546,1.0,1,0,0
0.14471108,0.24904637,1.0,1,0,0
0.23089041,0.24928178,1.0,1,0,0
0.2564568,0.23891166,0.0,0,1,1
0.26502618,0.1840387,0.0,0,1,1
0.15886426,0.1511628,0.0,0,1,1
0.066370815,0.12563668,0.0,0,1,1
0.008640091,0.1144532,0.0,0,1,1
0.11380581,0.098843455,0.0,0,1,1
0.16959713,0.11278933,0.0,0,1,1
0.24313046,0.14866789,0.0,0,1,1
0.012901184,0.18837467,0.0,0,1,1
0.17456959,0.20967433,1.0,1,0,0
0.37905717,0.21767439,1.0,1,0,0
0.25275838,0.20973605,1.0,1,0,0
0.121543385,0.19652478,1.0,1,0,0
0.21488367,0.17409828,1.0,0,1,0
0.10185218,0.14245656,0.0,0,1,1
0.09143782,0.1015996,0.0,0,1,1
0.050262194,0.0515274,0.0,0,1,1
0.2848893,0.24508508,1.0,0,1,0
0.2848893,0.248197,1.0,0,1,0
0.17882138,0.24788055,1.0,0,1,0
0.050262194,0.0515274,0.0,0,1,0
0.2848893,0.24508508,1.0,1,0,0
0.2848893,0.248197,1.0,1,0,0
0.17882138,0.24788055,1.0,1,0,0
0.044164326,0.24413571,1.0,1,0,0
0.30385196,0.23696248,1.0,1,0,0
0.50352687,0.22636087,0.0,1,0,1
0.16750616,0.20775212,0.0,0,1,1
0.14083205,0.19177996,0.0,0,1,1
0.07730538,0.18009736,0.0,0,1,1
0.18417455,0.17689303,0.0,0,1,1
0.0962191,0.1759644,1.0,0,1,0
0.20190337,0.19506365,1.0,0,1,0
0.4396825,0.2253165,1.0,1,0,0
0.28141102,0.25675416,1.0,1,0,0
0.060058992,0.2725437,1.0,1,0,0
0.14413305,0.26699078,1.0,1,0,0
0.56934386,0.24421857,1.0,1,0,0
0.16199294,0.22183792,1.0,0,1,0
0.21125042,0.20737295,1.0,0,1,0
0.14470021,0.19582441,0.0,0,1,1
0.12197229,0.17459989,0.0,0,1,1
0.16321565,0.17540081,0.0,0,1,1
0.21539173,0.19623646,0.0,0,1,1
0.18726878,0.23418136,0.0,0,1,1
0.31965753,0.25357196,1.0,1,0,0
0.30156508,0.2590761,1.0,1,0,0
0.24244286,0.24479954,1.0,1,0,0
0.24416101,0.21345992,1.0,1,0,0
0.14756328,0.17061591,1.0,1,0,0
0.0924991,0.13087606,0.0,0,1,1
