point_id,frame,displacement,mean_distance1,mean_distance2,std_distance1,std_distance2,auto_correlation,normal_prob,abnormal_prob,distance_pow,distance_difference,fft0,fft1,fft2,is_normal,X,Y,Diffusion Coefficient
particle_1,1,-0.0228749969321736,-0.05428378,-0.064463906,-0.00024066542,-0.00035091376,0.15924263,7.651115934065547e-12,0.0,-1.014705,-0.094157288148233,0.3969876670141848,-0.0407191109758903,-0.0537236315248356,False,-0.0027212284189135,0.0426733067551095,0.04
particle_1,2,-0.0228749969321736,-0.07606284,-0.08136949,0.011837853,0.030509543,0.15504412,7.031165394941837e-17,0.0,-1.0075904,-0.0553070379620586,0.2755130909057664,0.0456410076200943,0.0110249609134469,False,0.0754653493633445,0.1681245572079804,0.04
particle_1,3,-0.1213882606418203,-0.08209879,-0.08332359,0.027307393,0.060492706,0.14458293,1.5785854638790946e-17,0.0,-0.93783194,-0.0204778975046976,0.2109158855691415,0.1189855604057358,0.0641481405556695,False,0.0350157301630773,0.1896972684176279,0.04
particle_1,4,-0.1126626874717209,-0.07239162,-0.0703262,0.046167955,0.08959858,0.12785901,1.7943798034840705e-13,0.0,-0.8054295,0.0103301332238501,0.2031960510043102,0.1793145473810341,0.1056459074018321,False,0.0084622258765039,0.1416743481168088,0.04
particle_1,5,-0.0722444835901852,-0.046941336,-0.04237732,0.06841954,0.117827155,0.104872406,8.305232978309454e-07,0.0,-0.6103832,0.0371170542235846,0.2523535872112725,0.2266279685459892,0.1355182614519347,False,0.0105962687588919,0.0449826828732388,0.04
particle_1,6,-0.0947511284941907,-0.0057479357,0.0005230482,0.094062135,0.14517844,0.075623095,0.0749538571943633,1.1812592562472544,-0.35269302,0.059882865494506,0.3583884941900293,0.2609258239006018,0.1537652027059776,False,-0.0548986529276454,0.0781557028429713,0.04
particle_1,7,-0.0949734728545723,0.07821691,0.083050124,0.1314526,0.18995915,0.07064273,0.906477809723778,6.72789471271351,0.100983314,0.0919894102506932,0.5670142348656025,0.2976876498148026,0.1690408228799614,False,-0.1041240954589938,0.0239971696948237,0.04
particle_1,8,0.1425246235777772,0.16443439,0.1737899,0.17774239,0.22234057,0.0060427925,1.6095431644507134,0.0027006861824577,0.5834046,0.1150470033339985,0.8350805372004104,0.31078447635863,0.1616499015251265,True,-0.3762077875985136,0.1906000168582202,1.0
particle_1,9,0.6381364704087296,0.26368243,0.25001565,0.21060471,0.24416815,-0.047522392,1.84916561161784,1.6819289587022314e-264,0.9891802,0.0907077126895715,1.1216738054524522,0.305630098526662,0.1413930615002327,True,-0.7339410811914262,0.941860777255424,1.0
particle_1,10,0.379488820959405,0.34285685,0.30784923,0.24136274,0.25758648,-0.09707785,2.24240326637607,0.0,1.2700981,0.0317685521766171,1.3649133573436063,0.2842334001536336,0.1237599831413604,True,-0.2175526252216423,0.714217139922728,1.0
particle_1,11,0.0198020048710582,0.370234,0.3268062,0.251411,0.25537992,-0.061734293,2.007394171152839,0.0,1.3925015,-0.0403447791763643,1.4816816051041266,0.2576640105723509,0.1114639088552425,True,-0.2016253905676183,0.5228792785423212,1.0
particle_1,12,0.5131887521323093,0.33324406,0.29804373,0.22139631,0.23424628,-0.06468697,2.1306990357243096,0.0,1.3383864,-0.1023936042265872,1.3940979142744991,0.2468045564822518,0.1116938854497569,True,0.4430746152943409,0.2432213683380161,1.0
particle_1,13,0.4549836110881349,0.24443725,0.24102907,0.1738494,0.21424854,-0.030378077,1.9253707681883403,9.99868088652313e-41,1.1396613,-0.1189623851213684,1.174715669656345,0.2577534696574463,0.1286968662116864,True,-0.0869945996542801,0.6062909546314548,1.0
particle_1,14,0.1324424124329352,0.18866384,0.19305828,0.14361402,0.18611488,-0.025125852,1.733339481984546,1.0142451916163986,0.81858575,-0.1256310711753699,1.0090295874259692,0.2727052608721171,0.1443525548504657,True,-0.3439133076301778,0.4353283690386731,1.0
particle_1,15,-0.0679961441544887,0.118827,0.12867786,0.109825805,0.15108666,-0.011385503,1.139399587629774,6.010907865761711,0.3610547,-0.1134214455408815,0.7826455006714572,0.2987572448180624,0.1683968046612774,False,-0.3499897280451716,0.5362586170429388,0.04
particle_1,16,-0.0813098660970871,0.034926735,0.047887813,0.07248477,0.109163836,0.0108429715,0.6035759916623135,7.606427676286329,-0.23293184,-0.082333508217903,0.4955634093928063,0.3359094214952814,0.2008296156441211,False,-0.3017350423888902,0.4634700339969388,0.04
