X,Y,Diffusion Coefficient
0.016344674337095345,-0.053011169605987174,0.5
-0.13945867342982232,-0.1098108788941955,0.5
-0.12476820379507084,-0.08655202573148375,0.5
-0.09584894153684903,-0.07673841679589086,0.5
-0.10309448933846484,-0.038486076609058124,0.5
-0.05605282753048766,-0.11308688154594271,0.5
-0.11064478008065759,-0.05823367424791795,0.5
-0.1851480771972393,-0.010104449532804226,1.0
-0.8295732772181019,-0.20270391173818264,1.0
-0.8428063070416554,-0.26173680223463675,1.0
-0.3473590043480698,-0.21263346359910568,1.0
-0.3948256711237225,0.5079947294689828,1.0
0.2712824017632625,0.663494178557176,1.0
-0.6393454604299567,0.9154244357234385,1.0
-0.6060465903810075,0.9769715641356462,0.5
-0.6427011697731276,0.9971068561972792,0.5
