X,Y,Diffusion Coefficient
-0.0186028503987611,0.5599130548210186,1.0
0.05068543016473756,-0.05102050661606894,1.0
-0.10954665449164264,-0.246854925196687,1.0
-0.07688184872247578,-0.7879412254101417,1.0
-0.43620471959434803,-0.9044146141921076,1.0
-0.3607513533098725,-1.0410443370364928,0.5
-0.38393519936077003,-1.0038489676004798,0.5
-0.4355610387965376,-1.0996722107333283,0.5
-0.45778140188404026,-1.129840242516626,0.5
-0.38732902917687256,-1.0837547193649482,0.5
-0.42999016379181254,-1.1551483389236339,0.5
-0.47744218388500853,-1.1429158301718174,0.5
-0.4410266972405505,-1.196613086636165,0.5
-0.48013077880039645,-1.1675957324352553,0.5
-0.700965269363404,-0.8214435178358173,1.0
-0.6849794724537827,-0.6867550638849763,1.0
0.19155112457983525,-0.24756827711540852,1.0
0.10255802813079114,0.20233698934238403,1.0
0.18587233240618195,0.08800033475025257,1.0
