X,Y,Diffusion Coefficient
0.07176591853623557,-0.03266717624853752,0.5
0.14771654176979362,-0.07359194953541587,0.5
0.11484154635919724,0.02934004576147861,0.5
0.1792281414838865,-0.050724598188449724,0.5
0.12944026863097532,-0.02689112425741191,0.5
-0.2479115450985119,-0.7071850543331519,1.0
-0.0023117761711302087,-0.5347666572122319,1.0
-0.14725421054017082,-0.4017708372931942,1.0
-0.5098575257081238,-0.6389341234029688,1.0
-0.4456030911415433,-0.40661422056850394,1.0
-0.421089938949534,-0.466080637232866,0.5
-0.40662298715566986,-0.4159012650196622,0.5
-0.5077729737334128,-0.4770004143092262,0.5
-0.5668441672768534,-0.2623026859666081,0.5
-0.4771155554557859,-0.15406670417016724,0.5
-0.5592439916466976,-0.5261495995825733,1.0
-1.0400678032035215,-0.7992611385237125,1.0
-0.93326711828203,-0.7647993916648284,1.0
