X,Y,Diffusion Coefficient
-0.029463508703814163,-0.02840272277609889,0.5
0.05796738964902716,-0.057895470473922,0.5
0.05247121397884752,0.047312956340285026,0.5
0.05278373712128191,0.06877645694304303,0.5
0.04294725045915984,0.11873366756087764,0.5
-0.26056743594035126,0.1333485176367585,1.0
-0.19061006224872562,0.28824843470285366,1.0
-0.36281263624124793,0.4793209676881068,1.0
-0.686195311636465,0.3872548776455339,1.0
-0.7577965837338836,-0.04435906742321216,1.0
-1.3023099158383031,-0.2941414158449261,1.0
-1.037589276610544,-0.21243117512242005,1.0
-0.8507655894221661,-0.41041054442237845,1.0
-1.0767892328231876,-0.7543746965766724,1.0
-1.1499219550899435,-0.7695281753652566,0.5
-1.3015018057119432,-0.7977592359971735,0.5
-1.2830143857438865,-0.7211980770870113,0.5
-1.2442420385817845,-0.6129248108758879,0.5
-1.333190789798397,-0.7062985568550079,0.5
-1.2352395324014447,-0.6712079256766832,0.5
-1.2331769120642255,-0.5713956210829876,0.5
-1.1983435299803415,-0.7965977020260104,1.0
-1.6039382635541897,-0.7547993000605658,1.0
-1.4898400323026244,-0.36746932147582134,1.0
-0.5027468512953835,-0.8238825202364438,1.0
