X,Y,Diffusion Coefficient
0.4593516076260254,0.12852836062945727,1.0
0.16372084357943367,0.27357142642141263,1.0
0.3000673655628472,0.3531341546712045,1.0
0.2805195373615816,-0.17356144679226887,1.0
0.21286136775450393,0.15066960994186201,1.0
0.2064129734612854,0.287763704118995,0.5
0.18601651204372946,0.38339373525609893,0.5
0.1896191073609916,0.487087082817814,0.5
0.15622925261313197,0.3785337726685348,0.5
0.19905836960172163,0.33120591725671933,0.5
0.17519020098779445,0.3005145521331757,1.0
0.3117858866176262,0.3976624652301372,1.0
-0.33571144716204493,0.08088741431129481,1.0
-0.6477318546181402,0.021756770333477005,1.0
-1.0709032405512606,-0.06164661358250663,1.0
