X,Y,Diffusion Coefficient
0.10310603155920339,0.005074408063012602,0.5
0.17030998124211333,-0.06433415944477319,0.5
0.32459107180325225,-0.08283553517883577,0.5
0.27405119333114947,-0.17517474124668592,0.5
0.36945540710657054,-0.256623427875419,0.5
0.4278329761831727,-0.20723450674546884,0.5
0.4407816271001844,-0.2456670640896815,0.5
0.4363754921094821,-0.18210448309065871,0.5
0.4997090079954538,-0.22017432912711515,0.5
0.7104227918426068,-0.8058887299653867,1.0
0.7107611529693548,-0.9746511639714549,1.0
0.32188862465780266,-0.7927852742501976,1.0
0.6387842890666808,-1.0733198798979833,1.0
0.6313117968036209,-1.0872524588256829,1.0
0.5733643342156981,-1.070115087340786,0.5
0.5140243947371029,-1.009757301858094,0.5
0.5264059872971082,-1.033655297543657,0.5
