X,Y,Diffusion Coefficient
-0.4724161636032215,0.3428185577415753,1.0
-0.23369037867882636,-0.28381473615181774,1.0
-0.022440278439523037,-0.4068521581503136,1.0
0.2315363847714441,-0.26413853715434504,1.0
0.38551021676824526,-0.332459267011818,1.0
0.4121531776263189,-0.3187402769910585,0.5
0.410073777386395,-0.24477477649815865,0.5
0.3784614787805503,-0.2168111730708048,0.5
0.3592695471317722,-0.22105938815263293,0.5
0.3378086575557836,-0.3084422330582042,0.5
0.12577159942099134,-0.2433868806334884,1.0
0.06019256611223303,-0.9904052698395904,1.0
-0.25794212662770166,-0.8180675230001482,1.0
-0.5091767268684735,-0.8402461808446047,1.0
-0.0815848145766433,-1.1365171101671057,1.0
-0.04082412166119626,-1.0809186534695467,0.5
0.016832072553964073,-1.131634594201287,0.5
-0.008796359798725797,-1.1118653835158645,0.5
