X,Y,Diffusion Coefficient
-0.03378215433110594,-0.48992948183743074,1.0
-0.5792437229593838,-0.46407290067211937,1.0
-0.41313222391389065,0.029164027399704917,1.0
-0.42696617044170543,-0.09494108946829752,1.0
-0.4553854513267929,0.09299763041706163,1.0
-0.5238242460238283,0.2288259876859044,0.5
-0.5901144787198952,0.20570194443785036,0.5
-0.5873858611342382,0.13936919330532008,0.5
-0.5869662008582973,0.25851403031244585,0.5
-0.47372567250551445,0.2933690219020107,0.5
-0.5451425741855118,0.14240641056885442,0.5
-0.5243533841983942,0.14381760046009026,0.5
-0.519705577124804,0.2263579077407269,0.5
-0.49517247670720865,0.29174187266016466,0.5
-0.5633046330824389,0.3815814304329239,0.5
-0.5882801987043342,0.48967391188680864,0.5
-0.567092502500782,0.7176874097208272,1.0
