X,Y,Diffusion Coefficient
-0.051765880515126705,-0.08273594194749087,0.5
0.0317249689770784,-0.04583849072906926,0.5
0.1302324662710011,-0.0980737149279538,0.5
0.09732695170812473,-0.11503252159256591,0.5
0.12534704269435776,-0.20710615854822279,0.5
0.09206601376683188,-0.25286809893996953,1.0
0.10799633945023313,-0.11589495647905595,1.0
0.02331927727913377,-0.38562129086154884,1.0
0.2674790259311144,0.056504764317725,1.0
0.17550848069298564,0.2907464734970543,1.0
-0.1575916171857656,0.04873128417020425,1.0
-0.3453575663970826,-0.18541473786691604,1.0
-0.19247978119617043,0.06265714685315713,1.0
-0.017679239079007758,0.17445591697903115,1.0
0.09837185568155665,0.17493936785470188,0.5
0.07144774573958898,0.17210373850932134,0.5
0.1091724234886256,0.2821233259651883,0.5
0.1701509234024453,0.29805952727729695,0.5
0.21826796639100793,0.30485650171618883,0.5
0.07658602836144576,0.316302585450441,1.0
0.19982580486648543,0.310732448699943,1.0
0.26581301632643684,0.42225051630796034,1.0
0.41540924550042213,-0.06325936254356884,1.0
