X,Y,Diffusion Coefficient
0.0387648399461375,-0.04098506077222905,0.5
0.037939182508163555,-0.04127921262442707,0.5
0.03101485841828191,-0.06773252919174004,0.5
0.06461785935802253,-0.06267004713022456,0.5
0.09085698906428924,-0.0540101259908789,0.5
0.05857510386766742,-0.13897244339298795,0.5
-0.0013493330506596304,-0.1891831713566833,0.5
0.10235935336257196,-0.3620091245094811,1.0
0.3156673513592376,-0.11417172376817528,1.0
0.3765160047544357,-0.10728211334154886,1.0
0.276477421730439,0.38579570834684324,1.0
0.5028745099664971,0.6656682148755892,1.0
0.5105774173328193,0.6489314785185204,0.5
0.5086726706128563,0.5852630402391655,0.5
0.4649762564599099,0.6259325187064156,0.5
0.4765403997517203,0.5604068610175753,0.5
0.42053197697841316,0.5706404816949485,0.5
0.5317336945497014,0.6132285498598387,0.5
0.5699106008102987,0.6118029597325398,0.5
0.4228848901045019,0.9584079041208489,1.0
0.7552730492056802,0.7010326066623773,1.0
0.34815503516054785,0.742613535689361,1.0
0.8510435438986608,0.42219484113539707,1.0
0.9019973382999781,0.3043014525229429,1.0
0.47394641899756385,-0.0414258650869162,1.0
0.3737470322658842,0.03779928037524086,1.0
0.42416680811607066,0.2342030948655679,1.0
-0.025838896430862568,0.4964540285086376,1.0
0.03783333368327939,0.7166990383086995,1.0
-0.12123399962986299,1.0528802481122779,1.0
-0.5641488192086483,0.688086626731256,1.0
