X,Y,Diffusion Coefficient
0.038827773706388825,-0.005364377961688431,0.5
-0.009617011900016563,-0.06075730428652814,0.5
0.06320871330868819,-0.043270214648105106,0.5
0.054583526727739466,-0.06656877518657922,0.5
0.026844621837620947,-0.09402079371920775,0.5
0.09116307240491027,-0.039839827732861856,0.5
0.10915751369074467,-0.047043573314773046,0.5
0.059138687475135836,0.4383529205290405,1.0
0.5417818402414812,0.6500699000223028,1.0
0.9739349497340086,0.22783278049668187,1.0
0.948770154218605,0.6356500326115664,1.0
1.0430811590892775,0.46829833893283357,1.0
0.5716412770402562,0.2255482183631649,1.0
0.17737879345738966,0.3300753085401211,1.0
0.07139839558649341,0.15000496526269885,1.0
0.32327122635498323,0.533598587519438,1.0
0.2594046789871031,0.6077939386146232,0.5
0.27721485659099854,0.6115594781400352,0.5
0.3047892444731475,0.6600052033060031,0.5
0.3959402776470588,0.6870523585906108,0.5
0.2880479630679745,0.6948847614165728,0.5
0.2578005762150148,0.7113096770870799,0.5
0.2865780256153996,0.6177792516833801,0.5
0.29258593293103974,0.43038417988389055,1.0
0.6329463440504888,0.4247074852393516,1.0
1.0250372651392863,0.8017025974270044,1.0
1.2420340965877332,0.7768146102031018,1.0
