X,Y,Diffusion Coefficient
0.12806162107573177,0.16671795299470613,0.5
0.14338246424239456,0.15957973820656796,0.5
0.11495341759092137,0.13383434830488108,0.5
0.12657572501860104,0.143166800477665,0.5
0.1435029789842781,0.16239949266052173,0.5
0.23960175864176125,0.47515381675632684,1.0
-0.17228343628641046,0.2599832018153788,1.0
0.030364646341365292,0.8373819503115434,1.0
-0.058771997507705426,1.0937289491429047,1.0
-0.5544676681276436,1.1576235675670217,1.0
-0.48526249618195344,1.1484998188560676,0.5
-0.46593357686540376,1.0928480904814224,0.5
-0.5781928953014703,0.9782483649397594,0.5
-0.5495478307493817,0.9799727838991532,0.5
-0.5240275739280608,0.989017895489098,0.5
-0.5843557698257508,1.0444077107707517,0.5
-0.6425095422999363,1.0682434227416489,0.5
-0.7958192521863066,0.8634865475112468,1.0
-0.5533296709483132,1.3299364809814058,1.0
-0.5180950620913359,1.1249972717161538,1.0
-1.083328639861207,1.6258201568588664,1.0
-1.012891684321611,1.549346765176454,1.0
-1.0273232277567277,1.5935311275163067,0.5
-1.1143112281146226,1.6471660885803272,0.5
-1.1483616251382336,1.6151914723208083,0.5
-1.1024599506044974,1.5781367226876264,0.5
