X,Y,Diffusion Coefficient
-0.01689006061880927,0.07939840852245676,0.5
0.0029582241913764795,0.07261480240525663,0.5
-0.03293013903053242,0.1415655931853242,0.5
-0.1808887117821512,0.1319245291504423,0.5
-0.09878193678059469,0.1741657078490745,0.5
0.24901217114383475,-0.22362844294225656,1.0
0.29810249140989675,-0.07444433181172316,1.0
0.18867861440098832,-0.15020664058310385,1.0
0.2651300035755977,-0.3638794796012564,1.0
0.27987608526573227,-0.056637734550388175,1.0
0.23895409726125708,-0.13175148508358486,0.5
0.2357017228940072,-0.1361361978399147,0.5
0.27953048780000905,-0.06498325786097998,0.5
0.31465113635513114,0.11506582951445833,0.5
0.40608048402485986,0.06058106877722411,0.5
0.46006819043858116,0.23344404680864964,1.0
0.36979893131481884,0.01783348433089954,1.0
