X,Y,Diffusion Coefficient
0.06974856182255847,0.355219764450473,1.0
0.18178020578779638,0.5777290705363616,1.0
0.010477410942685533,0.5267371120033386,1.0
0.37210415721499257,0.3314555567999885,1.0
0.5441824035957498,0.07895220331972497,1.0
-0.18921959383686504,0.6201431264851481,1.0
0.2984813618075774,1.1594660563241095,1.0
0.28397362975514,1.1782244658538428,0.5
0.24805312722963824,1.1367777127273153,0.5
0.22063726377595502,1.1342400974351572,0.5
0.22222116343779968,1.1227908675557963,0.5
0.210213648268491,0.9861175891632528,0.5
0.25416097266248183,0.9679197418719468,0.5
0.25061660672012104,1.0299759149723497,0.5
0.30709064798921837,0.9578941243355046,0.5
0.3240176368039029,0.9274150799237174,0.5
-0.14299080049912283,0.9482243494696416,1.0
