X,Y,Diffusion Coefficient
0.0018823764717512221,0.06992989706933517,0.5
0.08775587883032052,0.007866824177982623,0.5
0.09341299479068554,-0.02499160592567788,0.5
0.06524432457323698,-0.12681631105448635,0.5
0.1167308453218164,-0.1683063308155985,0.5
0.13529837578763515,-0.19465545664925002,0.5
0.10539921067470173,-0.1437294519899821,0.5
-0.38802861892807194,-0.1528060896989764,1.0
-0.5308256367427098,0.08217887521976427,1.0
-0.2994333167706167,0.06116071032075966,1.0
-0.023994870507266508,-0.22070576687691162,1.0
-0.0780238142622113,-0.21251677617434236,1.0
0.27843557036855693,-0.8672052634050972,1.0
0.4770724820461011,-1.0010175220840603,1.0
0.4850796378623466,-0.9205441393937532,0.5
0.4424085207304442,-0.9636885734615659,0.5
